t_sec,abp_mmHg,resp_arbunit,spo2_unitless,scon_muS
0,84.69615,0.629368,0.9798071,5.598803
0.05043194,82.78893,0.5355557,0.9799718,5.598803
0.09948225,83.67896,0.5222366,0.9798071,5.598803
0.1502315,84.82329,0.4950194,0.9798071,5.598803
0.2003999,84.82329,0.4620112,0.9798071,5.598803
0.2500476,82.91606,0.4237913,0.9798071,5.598803
0.3006778,75.28716,0.394258,0.9799718,5.598803
0.349746,73.25277,0.2987082,0.9799718,5.598803
0.3994519,74.14281,0.2906008,0.9798071,5.598803
0.4504592,93.72369,0.2738072,0.9798071,5.592343
0.4999689,100.5897,0.2622255,0.9798071,5.598803
0.5507541,99.06393,0.2552765,0.9798071,5.598803
0.6003227,90.67213,0.252381,0.9799718,5.598803
0.6495665,86.73053,0.252381,0.9799718,5.598803
0.700296,85.84048,0.2448529,0.9798071,5.592343
0.7503951,89.14634,0.2344293,0.9798071,5.598803
0.8005239,86.60338,0.2234265,0.9798071,5.598803
0.8496941,80.88168,0.1898394,0.9799718,5.598803
0.8994824,76.94007,0.1516194,0.9798071,5.592343
0.9511994,75.41429,0.06938878,0.9799718,5.598803
1.000021,75.28716,0.06359793,0.9798071,5.592343
1.050478,88.5106,0.04854159,0.9798071,5.598803
1.099924,104.4042,0.04101337,0.9799718,5.592343
1.149615,102.8784,0.02016618,0.9799718,5.592343
1.200454,90.16354,0.0004772004,0.9798071,5.598803
1.249936,89.0192,-0.00589281,0.9798071,5.592343
1.301443,87.49342,-0.007051023,0.9798071,5.592343
1.349554,87.87486,-0.04411266,0.9799718,5.598803
1.400456,88.25631,-0.1674588,0.9798071,5.598803
1.450415,81.64457,-0.2641666,0.9799718,5.592343
1.499424,78.21156,-0.2769066,0.9798071,5.598803
1.551095,75.28716,-0.2954374,0.9898543,5.598803
1.599448,82.78893,-0.2728529,0.9898543,5.598803
1.650308,96.39381,-0.2676411,0.9898543,5.592343
1.700946,99.82683,-0.2317376,0.9898543,5.592343
1.749847,102.1155,-0.2346331,0.9898543,5.592343
1.800715,94.86804,-0.182515,0.9898543,5.598803
1.850224,88.63776,-0.09333527,0.9898543,5.598803
1.899675,89.2735,-0.0487454,0.9896896,5.598803
1.95094,90.29069,-0.0319518,0.9898543,5.598803
1.999384,89.78209,-0.01805367,0.9898543,5.598803
2.051508,86.34908,-0.01110461,0.9896896,5.598803
2.099509,77.83012,-0.03600549,0.9898543,5.598803
2.150226,76.17719,-0.05974816,0.9900191,5.598803
2.201055,79.3559,-0.05221994,0.9898543,5.598803
2.250138,91.05358,-0.03832181,0.9898543,5.598803
2.30068,99.44539,-0.0319518,0.9898543,5.598803
2.349608,100.9712,-0.03311001,0.9900191,5.598803
2.399342,93.2151,-0.03311001,0.9898543,5.598803
2.450466,88.25631,-0.03368907,0.9898543,5.598803
2.499959,89.78209,-0.05511542,0.9898543,5.598803
2.55134,91.05358,-0.1338715,0.9898543,5.598803
2.599841,90.92643,-0.2780647,0.9898543,5.598803
2.649612,81.64457,-0.2438985,0.9898543,5.598803
2.70143,80.11879,-0.2942793,0.9898543,5.598803
2.74971,78.59301,-0.2716948,0.9898543,5.598803
2.800964,97.15671,-0.2595339,0.9898543,5.605262
2.850464,98.6825,-0.1969923,0.9898543,5.598803
2.900092,99.06393,-0.2815393,0.9898543,5.605262
2.950623,97.9196,-0.3788263,0.9898543,5.605262
3.000213,90.16354,-0.4257326,0.9898543,5.605262
3.051191,90.16354,-0.5247568,0.9898543,5.605262
3.099428,89.78209,-0.6492609,0.9898543,5.605262
3.149705,92.07076,-0.785926,0.9898543,5.605262
3.201207,83.55181,-0.8154596,0.9896896,5.605262
3.249961,83.17036,-0.8664194,0.9898543,5.605262
3.300443,79.73734,-0.9405429,0.9896896,5.605262
3.35046,78.84731,-0.9747092,0.9900191,5.605262
3.399727,98.6825,-1.01872,0.9898543,5.605262
3.450706,98.55534,-1.129326,0.9898543,5.605262
3.500475,101.7341,-1.378913,0.9900191,5.605262
3.551302,93.46941,-1.442613,0.9896896,5.605262
3.599975,90.16354,-1.443771,0.9898543,5.605262
3.649977,90.67213,-1.514999,0.9898543,5.605262
3.700977,91.68932,-1.623289,0.9896896,5.605262
3.749334,91.30788,-1.647032,0.9898543,5.605262
3.800455,82.40748,-1.594335,0.9898543,5.605262
3.849757,81.13599,-1.45072,0.9898543,5.605262
3.899421,78.72016,-1.424661,0.9898543,5.605262
3.950457,78.97446,-1.133959,0.9898543,5.605262
4.000501,97.9196,-0.9862908,0.9898543,5.605262
4.051239,97.53816,-0.8276204,0.9898543,5.605262
4.099425,99.82683,-0.6289929,0.9898543,5.605262
4.150209,94.2323,-0.5288104,0.9898543,5.605262
4.200802,88.38345,-0.4106762,0.9898543,5.605262
4.249456,88.25631,-0.2386867,0.9898543,5.605262
4.300579,88.38345,-0.08522799,0.9898543,5.605262
4.350159,88.89205,-0.03079369,0.9898543,5.611721
4.400186,82.02603,0.03695979,0.9896896,5.605262
4.451084,78.21156,0.08097059,0.9898543,5.605262
4.500291,77.83012,0.1255605,0.9896896,5.605262
4.551418,83.80611,0.1967885,0.9896896,5.605262
4.600224,97.15671,0.2552765,0.9898543,5.605262
4.649912,97.53816,0.3073944,0.9898543,5.605262
4.700715,97.9196,0.3716734,0.9898543,5.605262
4.749954,88.7649,0.4359523,0.9898543,5.605262
4.800728,86.98483,0.4741722,0.9898543,5.605262
4.850286,88.12916,0.5141294,0.9898543,5.605262
4.899666,89.40065,0.5361347,0.9898543,5.605262
4.951202,89.0192,0.5442418,0.9898543,5.605262
4.999494,80.50024,0.5477164,0.9900191,5.605262
5.050703,78.59301,0.5390302,0.9898543,5.605262
5.099954,76.55863,0.5349766,0.9898543,5.605262
5.149963,77.83012,0.5343975,0.9900191,5.605262
5.200837,81.39028,0.5367138,0.9898543,5.605262
5.249917,98.30104,0.5343975,0.9900191,5.605262
5.301199,97.28386,0.5152875,0.9898543,5.605262
5.350572,87.11198,0.5071803,0.9898543,5.598803
5.399424,85.07759,0.4788048,0.9898543,5.605262
5.450702,86.34908,0.394258,0.9898543,5.598803
5.499441,87.87486,0.3681988,0.9898543,5.605262
5.551331,88.7649,0.2981289,0.9898543,5.605262
5.59982,80.88168,0.2506437,0.9898543,5.605262
5.649578,76.55863,0.2130029,0.9898543,5.605262
5.701436,75.03284,0.08849871,0.9898543,5.605262
5.750206,76.17719,0.07633785,0.9898543,5.605262
5.801421,91.68932,0.04564612,0.9898543,5.605262
5.849945,98.6825,0.00858437,0.9898543,5.605262
5.900332,98.30104,0.002793519,0.9898543,5.605262
5.950641,92.19792,0.001635307,0.9898543,5.598803
6.000321,86.73053,0.001635307,0.9898543,5.605262
6.05133,86.22193,-0.01052556,0.9896896,5.598803
6.100575,87.87486,-0.03253096,0.9898543,5.605262
6.149708,88.25631,-0.06322269,0.9898543,5.598803
6.200907,82.02603,-0.1610887,0.9898543,5.598803
6.249643,80.50024,-0.2253676,0.9900191,5.598803
6.301575,76.55863,-0.312231,0.9896896,5.598803
6.349494,74.52426,-0.3631909,0.9898543,5.598803
6.400014,75.03284,-0.3915663,0.9896896,5.598803
6.450922,93.34225,-0.4448425,0.9898543,5.598803
6.49995,100.2083,-0.4998559,0.9898543,5.598803
6.550713,101.7341,-0.5270731,0.9898543,5.598803
6.600235,90.67213,-0.5351804,0.9898543,5.592343
6.649434,88.5106,-0.5502368,0.9898543,5.598803
6.701446,87.74771,-0.6712664,0.9898543,5.598803
6.749402,88.12916,-0.7378616,0.9898543,5.592343
6.80054,87.87486,-0.7807142,0.9898543,5.598803
6.850095,79.61021,-0.8942157,0.9898543,5.598803
6.900309,78.08442,-0.9115884,0.9900191,5.598803
6.950819,77.32152,-1.061573,0.9896896,5.592343
7.000042,75.79574,-1.194184,0.9898543,5.592343
7.050646,85.07759,-1.282785,0.9898543,5.592343
7.100441,92.07076,-1.332007,0.9898543,5.592343
7.149791,97.53816,-1.360962,0.9898543,5.592343
7.200913,98.30104,-1.365015,0.9896896,5.592343
7.250052,96.39381,-1.356329,0.9900191,5.592343
7.300881,90.16354,-1.341852,0.9898543,5.592343
7.349426,90.29069,-1.345326,0.9900191,5.592343
7.399482,90.67213,-1.354592,0.9898543,5.592343
7.450685,86.34908,-1.366753,0.9898543,5.592343
7.499438,80.88168,-1.415396,0.9898543,5.592343
7.551262,79.3559,-1.424082,0.9896896,5.592343
7.599398,76.94007,-1.537005,0.9896896,5.592343
7.650435,74.14281,-1.633713,0.9898543,5.592343
7.70056,77.70296,-1.600705,0.9896896,5.598803
7.750166,86.60338,-1.41308,0.9898543,5.592343
7.800658,99.06393,-1.337219,0.9898543,5.592343
7.849638,91.94361,-1.173337,0.9898543,5.592343
7.899951,94.48659,-1.030302,0.9898543,5.598803
7.95095,87.49342,-0.9000066,0.9896896,5.592343
7.999554,87.36626,-0.7969287,0.9898543,5.598803
8.050412,88.7649,-0.6208856,0.9898543,5.598803
8.099956,89.40065,-0.5548694,0.9898543,5.598803
8.149816,78.84731,-0.519545,0.9898543,5.605262
8.200549,78.59301,-0.4691642,0.9896896,5.605262
8.251309,76.94007,-0.3996735,0.9896896,5.598803
8.300036,74.65141,-0.4014107,0.9898543,5.605262
