t_sec,abp_mmHg,resp_arbunit,spo2_unitless,scon_muS
0,0.5237532,-1.147148,0.9798071,4.093818
0.05058014,0.5237532,-0.887017,0.9798071,4.093818
0.1001952,0.5237532,-0.9070267,0.9798071,4.093818
0.1493826,0.6509008,-0.8469965,0.9796425,4.093818
0.199126,0.5237532,-0.8820138,0.9796425,4.093818
0.2499687,0.6509008,-0.8970214,0.9798071,4.087358
0.3004692,0.5237532,-0.8695074,0.9798071,4.093818
0.3509983,0.6509008,-0.7819632,0.9798071,4.093818
0.3992167,0.5237532,-0.6844145,0.9798071,4.087358
0.4497208,0.5237532,-0.5493466,0.9798071,4.087358
0.4996208,0.3966055,-0.4718068,0.9798071,4.087358
0.5510018,0.5237532,-0.4042732,0.9798071,4.087358
0.6007228,0.3966055,-0.3517464,0.9796425,4.087358
0.6491256,0.5237532,-0.2767086,0.9798071,4.080899
0.7000822,0.5237532,-0.2166784,0.9799718,4.080899
0.7501447,0.6509008,-0.07660822,0.9798071,4.080899
0.8002439,0.6509008,0.03344778,0.9798071,4.080899
0.8507326,0.5237532,0.120992,0.9796425,4.080899
0.900204,0.5237532,0.1960297,0.9796425,4.080899
0.9499888,0.5237532,0.2985815,0.9798071,4.080899
0.9996162,0.3966055,0.4061355,0.9796425,4.07444
1.05108,1.286647,0.4461559,0.9798071,4.080899
1.100646,0.5237532,0.4686668,0.9798071,4.07444
1.150219,0.5237532,0.503685,0.9798071,4.07444
1.199077,0.3966055,0.5912292,0.9798071,4.07444
1.249703,0.3966055,0.721294,0.9798071,4.067981
1.301209,1.159495,0.7413048,0.9798071,4.07444
1.350833,0.6509008,0.7663167,0.9798071,4.07444
1.400137,0.3966055,0.7763221,0.9798071,4.067981
1.449739,0.3966055,0.8088382,0.9798071,4.067981
1.500223,0.5237532,0.8638663,0.9798071,4.07444
1.550342,0.5237532,0.8913803,0.9798071,4.080899
1.600755,0.9051962,0.8738716,0.9798071,4.07444
1.649612,0.3966055,0.8738716,0.9798071,4.067981
1.699113,0.3966055,0.8788738,0.9798071,4.067981
1.750081,0.5237532,0.8788738,0.9798071,4.067981
1.800707,0.3966055,0.8438565,0.9799718,4.061522
1.850951,0.5237532,0.7988338,0.9799718,4.067981
1.899578,0.5237532,0.7863274,0.9799718,4.048604
1.94999,0.5237532,0.7788231,0.9798071,4.035685
1.999949,0.5237532,0.7838263,0.9798071,4.042144
2.051075,0.5237532,0.7788231,0.9798071,4.055062
2.100132,0.5237532,0.7713198,0.9796425,4.055062
2.14976,0.5237532,0.7513092,0.9796425,4.055062
2.199363,0.5237532,0.6487574,0.9798071,4.055062
2.249701,0.3966055,0.556211,0.9798071,4.048604
2.300116,0.5237532,0.4861754,0.9798071,4.055062
2.351091,0.5237532,0.4411528,0.9796425,4.061522
2.399451,0.5237532,0.3861257,0.9798071,4.061522
2.44987,0.5237532,0.3561106,0.9798071,4.055062
2.499454,0.5237532,0.2610621,0.9799718,4.055062
2.550394,0.5237532,0.2160395,0.9798071,4.048604
2.600571,0.5237532,0.1159889,0.9798071,4.055062
2.649869,0.5237532,-0.02908354,0.9798071,4.048604
2.699632,0.5237532,-0.2516966,0.9798071,4.035685
2.749225,0.5237532,-0.2792097,0.9798071,4.022767
2.800963,0.5237532,-0.3792604,0.9798071,4.035685
2.851108,0.5237532,-0.4392906,0.9798071,4.042144
2.899959,0.5237532,-0.5118272,0.9798071,4.042144
2.949731,0.5237532,-0.561853,0.9796425,4.042144
2.999701,0.5237532,-0.5818627,0.9798071,4.042144
3.051106,0.5237532,-0.6043736,0.9798071,4.055062
3.100687,0.5237532,-0.6443941,0.9796425,4.048604
3.149949,0.5237532,-0.6619027,0.9798071,4.048604
3.199822,0.3966055,-0.6744092,0.9796425,4.042144
3.249732,0.6509008,-0.6769103,0.9798071,4.048604
3.30063,0.3966055,-0.7569512,0.9798071,4.042144
