t_sec,abp_mmHg,resp_arbunit,spo2_unitless,scon_muS
0,106.0571,-0.0718217,0.9896896,3.712727
0.04965735,108.4729,-0.0718217,0.9896896,3.712727
0.1010187,109.6173,-0.06884526,0.9898543,3.719186
0.1515173,96.90242,-0.0718217,0.9898543,3.719186
0.1993916,95.63092,-0.0718217,0.9896896,3.719186
0.2503913,84.95044,-0.06884526,0.9896896,3.719186
0.2997429,83.80611,-0.0718217,0.9898543,3.719186
0.3506505,103.1327,-0.0718217,0.9898543,3.719186
0.4003906,144.5831,-0.06884526,0.9896896,3.719186
0.4503897,143.6931,-0.0718217,0.9896896,3.719186
0.5003914,125.638,-0.0718217,0.9898543,3.719186
0.5504853,118.2634,-0.06884526,0.9898543,3.719186
0.6014156,110.253,-0.06884526,0.9896896,3.725645
0.6515568,107.71,-0.06884526,0.9896896,3.725645
0.7001842,107.5829,-0.0718217,0.9896896,3.719186
0.7504079,105.93,-0.06884526,0.9898543,3.719186
0.8000308,91.43503,-0.06884526,0.9896896,3.725645
0.8511829,86.73053,-0.0718217,0.9896896,3.719186
0.9011853,85.71333,-0.06884526,0.9898543,3.719186
0.949865,92.57936,-0.0718217,0.9896896,3.719186
0.9999573,139.7515,-0.06884526,0.9896896,3.725645
1.050405,145.6003,-0.06884526,0.9896896,3.719186
1.101403,139.7515,-0.0718217,0.9898543,3.719186
1.151403,122.0779,-0.0718217,0.9898543,3.719186
1.199436,115.4661,-0.06884526,0.9896896,3.719186
1.25051,110.253,-0.06884526,0.9898543,3.719186
1.300401,109.2358,-0.0718217,0.9898543,3.725645
1.350682,107.8372,-0.06884526,0.9898543,3.719186
1.401549,94.35944,-0.0718217,0.9896896,3.725645
1.450279,89.90925,-0.06884526,0.9896896,3.719186
1.500146,85.96764,-0.06884526,0.9898543,3.719186
1.54989,88.38345,-0.06884526,0.9896896,3.719186
1.601179,135.8099,-0.06884526,0.9896896,3.719186
1.650401,148.7791,-0.06586661,0.9898543,3.725645
1.700259,135.047,-0.0718217,0.9898543,3.719186
1.750107,126.1466,-0.0718217,0.9896896,3.725645
1.799677,115.4661,-0.06884526,0.9896896,3.719186
1.851672,110.7616,-0.06884526,0.9896896,3.719186
1.900888,110.7616,-0.0718217,0.9898543,3.719186
1.950127,110.3802,-0.0718217,0.9896896,3.719186
2.000476,95.37663,-0.06884526,0.9896896,3.719186
2.050261,89.14634,-0.06884526,0.9898543,3.719186
2.101104,84.82329,-0.06884526,0.9898543,3.719186
2.150675,85.33189,-0.0718217,0.9898543,3.719186
2.200099,91.56216,-0.06586661,0.9896896,3.719186
2.249864,147.7619,-0.0718217,0.9898543,3.712727
2.299776,143.4388,-0.06884526,0.9896896,3.712727
2.350769,128.6896,-0.0718217,0.9898543,3.719186
2.401091,116.6105,-0.06586661,0.9896896,3.712727
2.449597,111.2702,-0.06884526,0.9896896,3.719186
2.499504,110.3802,-0.06884526,0.9896896,3.719186
2.550127,110.3802,-0.0718217,0.9896896,3.712727
2.60134,100.2083,-0.06884526,0.9898543,3.719186
2.650673,91.43503,-0.06884526,0.9896896,3.719186
2.700668,87.62056,-0.0718217,0.9896896,3.712727
2.749671,86.09478,-0.0718217,0.9898543,3.719186
2.799423,128.181,-0.0718217,0.9896896,3.712727
2.851672,145.7275,-0.06884526,0.9898543,3.712727
2.901398,137.9714,-0.06884526,0.9898543,3.712727
2.949697,118.5177,-0.0718217,0.9896896,3.719186
3.000626,108.4729,-0.0718217,0.9896896,3.712727
3.049715,107.71,-0.0718217,0.9898543,3.712727
3.101674,107.71,-0.06884526,0.9898543,3.712727
3.151495,109.363,-0.06884526,0.9896896,3.719186
3.19997,98.1739,-0.06586661,0.9896896,3.712727
3.249892,89.2735,-0.06884526,0.989525,3.719186
3.299621,85.33189,-0.0718217,0.9896896,3.712727
3.350882,96.26666,-0.06884526,0.9898543,3.712727
3.401047,145.7275,-0.07480036,0.9896896,3.712727
3.450665,143.9474,-0.06884526,0.9896896,3.712727
3.500131,126.528,-0.06884526,0.9898543,3.719186
3.549443,115.8476,-0.0718217,0.9898543,3.712727
3.60044,106.0571,-0.06884526,0.9896896,3.712727
3.650492,106.0571,-0.06884526,0.9896896,3.712727
3.700421,107.5829,-0.06884526,0.9896896,3.712727
3.750638,108.0915,-0.06884526,0.9896896,3.712727
3.80034,93.34225,-0.06884526,0.9896896,3.712727
3.850925,89.78209,-0.06586661,0.9896896,3.712727
3.90067,81.89888,-0.06884526,0.9898543,3.712727
3.950409,125.0023,-0.06884526,0.9898543,3.706268
4.00036,145.4732,-0.06884526,0.9896896,3.706268
4.050141,136.9542,-0.06884526,0.9896896,3.706268
4.100539,128.5624,-0.0718217,0.9898543,3.706268
4.151621,112.796,-0.06884526,0.9896896,3.706268
4.200369,110.6345,-0.06884526,0.9898543,3.706268
4.250372,109.6173,-0.0718217,0.9896896,3.706268
4.300076,109.363,-0.06884526,0.9898543,3.706268
4.351119,98.55534,-0.06884526,0.9896896,3.706268
4.40112,92.07076,-0.06884526,0.9896896,3.706268
4.450212,87.11198,-0.06884526,0.9898543,3.706268
4.499619,94.61374,-0.06884526,0.9898543,3.699808
4.550614,132.1226,-0.0718217,0.9898543,3.706268
4.601247,148.3976,-0.06586661,0.9896896,3.706268
4.65115,140.3873,-0.06884526,0.9898543,3.699808
4.699663,124.4937,-0.0718217,0.9896896,3.699808
4.749661,114.9575,-0.0718217,0.9898543,3.699808
4.79966,113.0503,-0.06884526,0.9896896,3.699808
